Make,Model,Total_Accidents,Total_Fatalities,Total_People_Aboard,Fatality_Rate
Bell,206B,253,105.0,618.0,0.16990291262135923
Cessna,150L,231,64.0,357.0,0.1792717086834734
Cessna,140,204,19.0,297.0,0.06397306397306397
Beech,A36,200,156.0,499.0,0.312625250501002
CESSNA,152,198,41.0,280.0,0.14642857142857144
CESSNA,182,195,108.0,386.0,0.27979274611398963
Cessna,170B,188,25.0,342.0,0.07309941520467836
Piper,PA-32-300,186,118.0,521.0,0.22648752399232247
Cessna,172S,186,32.0,279.0,0.11469534050179211
CESSNA,172S,185,46.0,300.0,0.15333333333333332
PIPER,PA28,183,95.0,329.0,0.2887537993920973
Piper,PA-24-250,179,93.0,371.0,0.25067385444743934
Cessna,182P,177,78.0,347.0,0.22478386167146974
Piper,PA-28R-200,176,129.0,395.0,0.3265822784810127
Piper,PA-12,176,34.0,284.0,0.11971830985915492
Piper,PA-38-112,173,50.0,278.0,0.17985611510791366
Grumman,G-164A,173,11.0,176.0,0.0625
Piper,PA-23-250,171,170.0,430.0,0.3953488372093023
CESSNA,172N,167,63.0,310.0,0.2032258064516129
Cessna,185,164,32.0,456.0,0.07017543859649122
Cessna,A188B,155,23.0,159.0,0.14465408805031446
Piper,PA-31-350,151,111.0,518.0,0.21428571428571427
Mooney,M20J,145,71.0,295.0,0.24067796610169492
Cessna,182Q,144,68.0,294.0,0.23129251700680273
ROBINSON,R44,143,162.0,316.0,0.5126582278481012
CIRRUS DESIGN CORP,SR22,143,83.0,280.0,0.29642857142857143
Cessna,177,140,45.0,290.0,0.15517241379310345
ROBINSON HELICOPTER COMPANY,R44 II,139,33.0,286.0,0.11538461538461539
PIPER,PA-18-150,134,11.0,191.0,0.05759162303664921
CESSNA,172M,131,42.0,353.0,0.11898016997167139
Piper,PA-22-150,130,21.0,242.0,0.08677685950413223
Cessna,172RG,128,56.0,293.0,0.19112627986348124
Cessna,A185F,128,44.0,283.0,0.15547703180212014
CESSNA,180,127,12.0,230.0,0.05217391304347826
BEECH,A36,126,91.0,275.0,0.33090909090909093
Cessna,150G,126,29.0,187.0,0.15508021390374332
Cessna,150F,126,22.0,177.0,0.12429378531073447
Robinson,R44,124,86.0,278.0,0.30935251798561153
Cessna,206,124,66.0,393.0,0.16793893129770993
Cessna,150H,124,22.0,181.0,0.12154696132596685
Hughes,369D,123,25.0,287.0,0.08710801393728224
Cessna,208B,121,148.0,511.0,0.2896281800391389
Cessna,172K,120,38.0,234.0,0.1623931623931624
PIPER,PA-28-140,120,37.0,231.0,0.16017316017316016
Cessna,150J,120,30.0,192.0,0.15625
BELL,206,116,104.0,273.0,0.38095238095238093
Piper,PA-32-260,114,86.0,331.0,0.2598187311178248
Cessna,T210N,114,52.0,292.0,0.1780821917808219
Robinson,R22,114,23.0,188.0,0.12234042553191489
CESSNA,150,113,49.0,172.0,0.28488372093023256
Cessna,177RG,111,43.0,231.0,0.18614718614718614
Mooney,M20C,110,38.0,198.0,0.1919191919191919
ROBINSON HELICOPTER,R22 BETA,110,19.0,185.0,0.10270270270270271
Aeronca,7AC,110,16.0,173.0,0.09248554913294797
Beech,58,109,102.0,243.0,0.41975308641975306
Piper,PA-25-235,108,14.0,115.0,0.12173913043478261
Piper,J3C-65,105,24.0,170.0,0.1411764705882353
Air Tractor,AT-301,105,12.0,105.0,0.11428571428571428
Grumman,G-164B,105,10.0,108.0,0.09259259259259259
Cessna,210,104,51.0,218.0,0.23394495412844038
Piper,PA-28-151,104,32.0,213.0,0.15023474178403756
Cessna,207,103,39.0,286.0,0.13636363636363635
Cessna,182A,103,25.0,237.0,0.10548523206751055
Piper,PA-34-200T,102,90.0,275.0,0.32727272727272727
Piper,PA-30,101,63.0,207.0,0.30434782608695654
Piper,PA-22,101,8.0,190.0,0.042105263157894736
Schweizer,269C,100,18.0,170.0,0.10588235294117647
Luscombe,8A,99,13.0,145.0,0.0896551724137931
Cessna,172R,99,10.0,142.0,0.07042253521126761
Cessna,172L,96,22.0,187.0,0.11764705882352941
BELL,206B,95,41.0,176.0,0.23295454545454544
Piper,PA28,95,25.0,174.0,0.14367816091954022
Mooney,M20K,94,50.0,178.0,0.2808988764044944
Cessna,T210M,94,47.0,211.0,0.22274881516587677
Cessna,172H,94,29.0,186.0,0.15591397849462366
Piper,PA-28-235,92,46.0,195.0,0.2358974358974359
CESSNA,172P,92,11.0,204.0,0.05392156862745098
Piper,PA-32R-300,90,77.0,244.0,0.3155737704918033
Robinson,R-22,89,21.0,151.0,0.1390728476821192
Cessna,P210N,88,64.0,183.0,0.34972677595628415
Hughes,269C,87,19.0,155.0,0.12258064516129032
Beech,35,86,27.0,166.0,0.16265060240963855
Bellanca,7GCBC,85,12.0,136.0,0.08823529411764706
De Havilland,DHC-2,84,82.0,334.0,0.24550898203592814
Cessna,T210L,84,49.0,207.0,0.23671497584541062
BOEING,777,83,0.0,8687.0,0.0
CESSNA,210,81,43.0,154.0,0.2792207792207792
Beech,C23,81,38.0,180.0,0.2111111111111111
CESSNA,140,80,13.0,118.0,0.11016949152542373
CESSNA,170B,80,10.0,150.0,0.06666666666666667
Cessna,177B,77,39.0,160.0,0.24375
ROBINSON HELICOPTER,R44,77,22.0,152.0,0.14473684210526316
Cessna,120,77,7.0,107.0,0.06542056074766354
Cessna,175,76,18.0,140.0,0.12857142857142856
CESSNA,A185F,76,16.0,155.0,0.1032258064516129
Cessna,172G,75,18.0,138.0,0.13043478260869565
Cessna,170,75,15.0,147.0,0.10204081632653061
Robinson,R22 Beta,75,14.0,138.0,0.10144927536231885
Piper,PA-34-200,74,29.0,194.0,0.14948453608247422
AIRBUS,A320,74,170.0,2823.0,0.06021962451292951
Cessna,402B,73,66.0,219.0,0.3013698630136986
PIPER,PA-28-180,73,27.0,138.0,0.1956521739130435
Cessna,210L,73,24.0,152.0,0.15789473684210525
Champion,7ECA,73,12.0,118.0,0.1016949152542373
Beech,V35B,71,58.0,148.0,0.3918918918918919
Hiller,UH-12E,71,7.0,95.0,0.07368421052631578
BELL,407,70,54.0,209.0,0.2583732057416268
Cessna,170A,70,16.0,133.0,0.12030075187969924
CESSNA,172R,69,18.0,104.0,0.17307692307692307
Robinson,R-22B,69,8.0,114.0,0.07017543859649122
Cessna,185F,69,9.0,129.0,0.06976744186046512
Bell,206L-1,68,32.0,213.0,0.15023474178403756
Schweizer,G-164B,68,5.0,72.0,0.06944444444444445
Mooney,M20E,67,28.0,114.0,0.24561403508771928
Cessna,310R,66,52.0,164.0,0.3170731707317073
Mooney,M20F,66,38.0,131.0,0.2900763358778626
Beech,F33A,66,37.0,143.0,0.25874125874125875
Cessna,172F,66,13.0,111.0,0.11711711711711711
Robinson,R22 BETA,66,12.0,115.0,0.10434782608695652
MOONEY,M20J,65,37.0,121.0,0.30578512396694213
Bellanca,17-30A,65,35.0,123.0,0.2845528455284553
Air Tractor,AT-401,65,4.0,66.0,0.06060606060606061
BOEING,747,65,6.0,2396.0,0.0025041736227045075
CESSNA,208B,64,66.0,296.0,0.22297297297297297
BEECH,58,63,75.0,158.0,0.47468354430379744
Bell,206L-3,63,37.0,190.0,0.19473684210526315
AERONCA,7AC,63,12.0,93.0,0.12903225806451613
PIPER,PA-28-161,63,13.0,110.0,0.11818181818181818
Piper,PA-20,63,5.0,108.0,0.046296296296296294
CESSNA,182P,62,18.0,127.0,0.14173228346456693
ROBINSON,R22,61,40.0,92.0,0.43478260869565216
Cessna,182R,61,44.0,119.0,0.3697478991596639
Piper,PA-28R-180,61,50.0,136.0,0.36764705882352944
Taylorcraft,BC12-D,61,15.0,92.0,0.16304347826086957
Cessna,421C,60,71.0,223.0,0.3183856502242152
Piper,PA-28,60,21.0,121.0,0.17355371900826447
Hughes,269A,60,7.0,98.0,0.07142857142857142
Beech,95-B55,59,59.0,116.0,0.5086206896551724
Piper,PA-46-310P,59,54.0,163.0,0.3312883435582822
Cessna,TR182,59,40.0,130.0,0.3076923076923077
Piper,PA-24-180,59,41.0,137.0,0.29927007299270075
Piper,PA-46-350P,58,48.0,148.0,0.32432432432432434
Piper,PA-44-180,58,34.0,137.0,0.24817518248175183
Bellanca,7ECA,58,12.0,98.0,0.12244897959183673
Rockwell,S-2R,58,6.0,60.0,0.1
Cessna,421B,57,65.0,194.0,0.33505154639175255
Piper,PA-24-260,57,47.0,149.0,0.31543624161073824
Cessna,R182,57,24.0,122.0,0.19672131147540983
PIPER,PA 18-150,57,8.0,88.0,0.09090909090909091
Cessna,U206G,56,75.0,173.0,0.43352601156069365
Bell,407,56,45.0,153.0,0.29411764705882354
Bellanca,8GCBC,56,13.0,81.0,0.16049382716049382
Stinson,108-3,56,7.0,100.0,0.07
Bellanca,8KCAB,55,24.0,86.0,0.27906976744186046
Cessna,402C,55,52.0,228.0,0.22807017543859648
CESSNA,177,54,15.0,110.0,0.13636363636363635
Beech,23,54,13.0,117.0,0.1111111111111111
Grumman-schweizer,G-164B,54,5.0,56.0,0.08928571428571429
Piper,PA18,54,2.0,75.0,0.02666666666666667
PIPER,PA-28-181,53,21.0,102.0,0.20588235294117646
Cessna,414,52,64.0,154.0,0.4155844155844156
CIRRUS,SR22,52,31.0,113.0,0.2743362831858407
CESSNA,208,52,79.0,327.0,0.2415902140672783
Cessna,182B,52,22.0,104.0,0.21153846153846154
Cessna,195,52,20.0,104.0,0.19230769230769232
PIPER,PA-12,52,11.0,77.0,0.14285714285714285
PIPER,PA-30,51,27.0,106.0,0.25471698113207547
Beech,1900D,51,58.0,613.0,0.09461663947797716
Cessna,340A,50,44.0,103.0,0.42718446601941745
Cirrus,SR22,50,29.0,98.0,0.29591836734693877
CESSNA,P210N,50,17.0,89.0,0.19101123595505617
CESSNA,150L,50,12.0,75.0,0.16
Air Tractor,AT-502,50,8.0,53.0,0.1509433962264151
Piper,PA-22-108,50,9.0,77.0,0.11688311688311688
Cessna,150K,50,8.0,75.0,0.10666666666666667
CIRRUS DESIGN CORP,SR20,49,23.0,93.0,0.24731182795698925
Bell,47G,49,10.0,77.0,0.12987012987012986
CESSNA,170,49,6.0,86.0,0.06976744186046512
SCHWEIZER,269C,48,9.0,89.0,0.10112359550561797
Cessna,172E,48,8.0,90.0,0.08888888888888889
BOEING,767,48,0.0,4692.0,0.0
Beech,200,47,82.0,227.0,0.36123348017621143
Piper,PA-23-160,47,20.0,97.0,0.20618556701030927
Cessna,T188C,47,3.0,47.0,0.06382978723404255
Boeing,737,47,0.0,3645.0,0.0
Cessna,310Q,46,29.0,103.0,0.2815533980582524
Bell,206,46,25.0,94.0,0.26595744680851063
CESSNA,182Q,46,13.0,76.0,0.17105263157894737
CESSNA,150M,46,12.0,71.0,0.16901408450704225
Robinson,R22B,46,13.0,81.0,0.16049382716049382
Cessna,188B,46,5.0,47.0,0.10638297872340426
PIPER,J3C-65,46,7.0,75.0,0.09333333333333334
Piper,PA-32R-301T,45,39.0,103.0,0.3786407766990291
Piper,PA-22-160,45,8.0,85.0,0.09411764705882353
Cessna,188,45,4.0,45.0,0.08888888888888889
CESSNA,172RG,45,4.0,80.0,0.05
Cessna,182N,44,18.0,94.0,0.19148936170212766
Hughes,369HS,44,17.0,100.0,0.17
PIPER,PA-22-150,44,7.0,73.0,0.0958904109589041
Stinson,108-1,44,6.0,79.0,0.0759493670886076
Stinson,108-2,44,4.0,76.0,0.05263157894736842
Boeing,A75N1,44,3.0,74.0,0.04054054054054054
Cessna,180H,44,1.0,66.0,0.015151515151515152
MOONEY,M20C,43,24.0,77.0,0.3116883116883117
Boeing,737-200,43,906.0,2950.0,0.3071186440677966
Cessna,182G,43,25.0,98.0,0.25510204081632654
Cessna,182E,43,22.0,100.0,0.22
Cessna,208,43,39.0,193.0,0.20207253886010362
Cessna,R172K,43,16.0,83.0,0.1927710843373494
Luscombe,8E,43,7.0,63.0,0.1111111111111111
Ercoupe (eng & Research Corp.),415-C,43,7.0,66.0,0.10606060606060606
Cessna,180K,43,5.0,77.0,0.06493506493506493
PIPER,PA-24-250,42,24.0,67.0,0.3582089552238806
Cessna,172D,42,18.0,89.0,0.20224719101123595
CESSNA,150F,42,11.0,61.0,0.18032786885245902
Bell,47G-3B-1,42,5.0,68.0,0.07352941176470588
Grumman,G-164,42,3.0,43.0,0.06976744186046512
Beech,36,41,17.0,90.0,0.18888888888888888
Stinson,108,41,2.0,70.0,0.02857142857142857
Piper,PA-32R-301,40,43.0,98.0,0.4387755102040816
Piper,PA-32RT-300,40,33.0,109.0,0.30275229357798167
Piper,PA-34-220T,40,28.0,100.0,0.28
PIPER,PA-28R-200,40,18.0,84.0,0.21428571428571427
Cessna,182J,40,16.0,82.0,0.1951219512195122
Cessna,182S,40,16.0,84.0,0.19047619047619047
Cessna,207A,40,22.0,123.0,0.17886178861788618
Champion,7GCBC,40,9.0,56.0,0.16071428571428573
Cessna,182K,40,8.0,74.0,0.10810810810810811
Air Tractor,AT-502B,40,4.0,47.0,0.0851063829787234
Boeing,737-300,40,167.0,3564.0,0.04685746352413019
Robinson,R-44,39,32.0,89.0,0.3595505617977528
CESSNA,172K,39,12.0,72.0,0.16666666666666666
Cessna,305A,39,6.0,57.0,0.10526315789473684
PIPER,PA-18,39,6.0,59.0,0.1016949152542373
LUSCOMBE,8A,39,5.0,55.0,0.09090909090909091
Cessna,172B,39,6.0,75.0,0.08
Mcdonnell Douglas,MD-11,39,5.0,4356.0,0.001147842056932966
Grumman-schweizer,G-164A,39,0.0,41.0,0.0
Cessna,U206F,38,50.0,104.0,0.4807692307692308
Piper,PA-32RT-300T,38,22.0,72.0,0.3055555555555556
Piper,PA-28R-201T,38,18.0,86.0,0.20930232558139536
Piper,PA-28R-201,38,15.0,76.0,0.19736842105263158
Cessna,150E,38,7.0,64.0,0.109375
CESSNA,120,38,5.0,53.0,0.09433962264150944
Cessna,A185E,38,5.0,85.0,0.058823529411764705
Beech,58P,37,37.0,93.0,0.3978494623655914
Piper,PA-32-301,37,37.0,115.0,0.3217391304347826
Cessna,182C,37,24.0,76.0,0.3157894736842105
Cessna,182L,37,14.0,78.0,0.1794871794871795
Piper,PA-28-160,37,13.0,74.0,0.17567567567567569
Beech,V35,36,32.0,71.0,0.4507042253521127
Grumman American,AA-5B,36,22.0,71.0,0.30985915492957744
Beech,76,36,16.0,77.0,0.2077922077922078
Cessna,310,36,21.0,118.0,0.17796610169491525
Cessna,182H,36,9.0,82.0,0.10975609756097561
Cessna,210M,35,25.0,63.0,0.3968253968253968
CESSNA,U206,35,28.0,83.0,0.3373493975903614
PIPER,PA-31-350,35,41.0,125.0,0.328
PIPER,PA28R,35,21.0,73.0,0.2876712328767123
Ayres,S2R-T34,35,11.0,41.0,0.2682926829268293
HUGHES,369D,35,14.0,63.0,0.2222222222222222
BEECH,C23,35,13.0,62.0,0.20967741935483872
Piper,PA-22-135,35,8.0,57.0,0.14035087719298245
PIPER,PA18,35,5.0,49.0,0.10204081632653061
Cessna,A185,35,7.0,81.0,0.08641975308641975
Cessna,180J,35,5.0,63.0,0.07936507936507936
PIPER,PA34,34,41.0,80.0,0.5125
PIPER,PA46,34,17.0,72.0,0.2361111111111111
BELLANCA,7GCBC,34,11.0,47.0,0.23404255319148937
Piper,PA28R,34,10.0,70.0,0.14285714285714285
CESSNA,U206G,34,14.0,102.0,0.13725490196078433
Aeronca,11AC,34,6.0,52.0,0.11538461538461539
Lake,LA-4-200,34,7.0,64.0,0.109375
STINSON,108,34,4.0,56.0,0.07142857142857142
Bell,UH-1H,33,42.0,107.0,0.3925233644859813
PIPER,PA-32R-300,33,36.0,94.0,0.3829787234042553
Cessna,TU206G,33,26.0,91.0,0.2857142857142857
LUSCOMBE,8,33,5.0,43.0,0.11627906976744186
CESSNA,177RG,33,7.0,62.0,0.11290322580645161
CESSNA,182A,33,4.0,61.0,0.06557377049180328
Aero Commander,S2R,33,2.0,33.0,0.06060606060606061
Schweizer,SGS 2-33A,33,0.0,46.0,0.0
PIPER,PA25,32,22.0,30.0,0.7333333333333333
Cessna,340,32,34.0,97.0,0.35051546391752575
Piper,PA-28-236,32,17.0,61.0,0.2786885245901639
Cirrus Design Corp.,SR22,32,18.0,77.0,0.23376623376623376
Globe,GC-1B,32,12.0,53.0,0.22641509433962265
Cessna,182M,32,14.0,63.0,0.2222222222222222
CESSNA,T210L,32,8.0,60.0,0.13333333333333333
CESSNA,A188B,32,4.0,31.0,0.12903225806451613
Bell,47G-2,32,4.0,51.0,0.0784313725490196
Cessna,172A,32,4.0,58.0,0.06896551724137931
PIPER,PA-32-260,31,34.0,84.0,0.40476190476190477
Bell,UH-1B,31,18.0,49.0,0.3673469387755102
Beech,S35,31,32.0,93.0,0.34408602150537637
PIPER,PA-25-235,31,12.0,38.0,0.3157894736842105
PIPER,PA-32-300,31,24.0,83.0,0.2891566265060241
Robinson,R-22 BETA,31,15.0,58.0,0.25862068965517243
Piper,PA32,31,19.0,82.0,0.23170731707317074
PIPER,PA32,31,14.0,63.0,0.2222222222222222
Beech,C35,31,11.0,54.0,0.2037037037037037
Cessna,182F,31,12.0,76.0,0.15789473684210525
Ayres,S2R,31,5.0,32.0,0.15625
Cessna,T210,31,8.0,60.0,0.13333333333333333
Mcdonnell Douglas,369E,31,6.0,63.0,0.09523809523809523
CESSNA,A185,31,4.0,58.0,0.06896551724137931
Hughes,269B,31,3.0,56.0,0.05357142857142857
BOEING,757,31,0.0,2309.0,0.0
Bell,212,30,45.0,111.0,0.40540540540540543
Cessna,421,30,34.0,92.0,0.3695652173913043
Cessna,U206,30,27.0,93.0,0.2903225806451613
Beech,B36TC,30,17.0,59.0,0.288135593220339
HUGHES,369,30,14.0,51.0,0.27450980392156865
Beech,A23,30,13.0,58.0,0.22413793103448276
CESSNA,R182,30,12.0,54.0,0.2222222222222222
PIPER,PA 28-180,30,14.0,63.0,0.2222222222222222
Cessna,172C,30,12.0,56.0,0.21428571428571427
CESSNA,T210N,30,14.0,70.0,0.2
Beech,C24R,30,11.0,61.0,0.18032786885245902
Piper,J-3,30,7.0,53.0,0.1320754716981132
Beech,77,30,5.0,44.0,0.11363636363636363
Piper,PA-24,30,5.0,57.0,0.08771929824561403
Cessna,182RG,30,4.0,75.0,0.05333333333333334
BOEING,A75N1(PT17),30,2.0,55.0,0.03636363636363636
Enstrom,F-28C,30,1.0,61.0,0.01639344262295082
Beech,A36TC,29,36.0,82.0,0.43902439024390244
Beech,A-36,29,35.0,82.0,0.4268292682926829
PIPER,PA 46-350P,29,21.0,69.0,0.30434782608695654
CESSNA,T210M,29,11.0,59.0,0.1864406779661017
PIPER,PA 28-140,29,7.0,49.0,0.14285714285714285
AIRBUS,A330,29,331.0,2872.0,0.11525069637883008
CESSNA,177B,29,6.0,58.0,0.10344827586206896
Hughes,OH-6A,29,4.0,48.0,0.08333333333333333
Aviat,A-1B,29,3.0,44.0,0.06818181818181818
CESSNA,150G,29,3.0,46.0,0.06521739130434782
Piper,PA-18-160,29,1.0,45.0,0.022222222222222223
ROBINSON,R66,28,36.0,60.0,0.6
BEECH,V35,28,36.0,68.0,0.5294117647058824
MOONEY,M20E,28,22.0,50.0,0.44
CESSNA,T210,28,24.0,58.0,0.41379310344827586
Maule,M-5-235C,28,16.0,59.0,0.2711864406779661
BEECH,V35B,28,13.0,56.0,0.23214285714285715
Piper,PA-18-135,28,10.0,45.0,0.2222222222222222
Cessna,172I,28,10.0,54.0,0.18518518518518517
CESSNA,182T,28,10.0,57.0,0.17543859649122806
Beech,55,28,8.0,53.0,0.1509433962264151
CESSNA,175,28,5.0,52.0,0.09615384615384616
MOONEY,M20F,27,16.0,52.0,0.3076923076923077
Cessna,550,27,27.0,122.0,0.22131147540983606
Piper,PA-31,27,15.0,69.0,0.21739130434782608
MOONEY AIRCRAFT CORP.,M20K,27,7.0,40.0,0.175
Bellanca,7KCAB,27,6.0,43.0,0.13953488372093023
Aviat,A-1,27,5.0,45.0,0.1111111111111111
PIPER,PA-28-235,27,6.0,54.0,0.1111111111111111
CESSNA,172H,27,6.0,58.0,0.10344827586206896
AIR TRACTOR INC,AT-301,27,2.0,27.0,0.07407407407407407
Cessna,180A,27,2.0,50.0,0.04
CESSNA,170A,27,1.0,38.0,0.02631578947368421
BEECH,C90,26,35.0,68.0,0.5147058823529411
AIR TRACTOR INC,AT-602,26,7.0,27.0,0.25925925925925924
Champion,7EC,26,8.0,42.0,0.19047619047619047
Piper,PA-18A-150,26,7.0,38.0,0.18421052631578946
CESSNA,TR182,26,5.0,50.0,0.1
Boeing,757,26,44.0,2570.0,0.017120622568093387
Mcdonnell Douglas,MD-82,26,36.0,2601.0,0.01384083044982699
CESSNA,421C,25,38.0,69.0,0.5507246376811594
EUROCOPTER,AS 350 B2,25,20.0,66.0,0.30303030303030304
PIPER,PA-34-200T,25,13.0,45.0,0.28888888888888886
CESSNA,T206H,25,17.0,61.0,0.2786885245901639
CESSNA,207,25,21.0,77.0,0.2727272727272727
CESSNA,525,25,17.0,80.0,0.2125
Piper,PA-32,25,16.0,80.0,0.2
Wsk Pzl Mielec,M-18A,25,5.0,25.0,0.2
CESSNA,150H,25,6.0,40.0,0.15
Champion,7GCAA,25,5.0,37.0,0.13513513513513514
Piper,PA-11,25,4.0,33.0,0.12121212121212122
Beech,B19,25,4.0,42.0,0.09523809523809523
AIR TRACTOR INC,AT-502B,25,2.0,26.0,0.07692307692307693
Cessna,185E,25,4.0,59.0,0.06779661016949153
BOEING,787,25,0.0,2144.0,0.0
PIPER,PA-22-160,25,0.0,37.0,0.0
Piper,PA-28RT-201,24,21.0,48.0,0.4375
Beech,G35,24,15.0,44.0,0.3409090909090909
PIPER,PA-38-112,24,10.0,32.0,0.3125
Champion,7KCAB,24,11.0,37.0,0.2972972972972973
Cessna,414A,24,17.0,63.0,0.2698412698412698
Cessna,182D,24,11.0,42.0,0.2619047619047619
Bell,206B3,24,15.0,60.0,0.25
BEECH,200,24,26.0,105.0,0.24761904761904763
Mooney,M20M,24,11.0,47.0,0.23404255319148937
BEECH,F33A,24,8.0,39.0,0.20512820512820512
Pitts,S-2B,24,8.0,44.0,0.18181818181818182
Beech,1900C,24,42.0,242.0,0.17355371900826447
PIPER,PA22,24,6.0,35.0,0.17142857142857143
CESSNA,T182T,24,7.0,43.0,0.16279069767441862
Grumman American,AA-5A,24,7.0,52.0,0.1346153846153846
CESSNA,172F,24,4.0,33.0,0.12121212121212122
Boeing,737-400,24,163.0,1475.0,0.11050847457627119
Piper,PA22,24,2.0,38.0,0.05263157894736842
CESSNA,195,24,0.0,46.0,0.0
GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,24,0.0,24.0,0.0
Cessna,210N,23,20.0,47.0,0.425531914893617
CESSNA,310R,23,19.0,49.0,0.3877551020408163
CESSNA,206,23,17.0,64.0,0.265625
Piper,PA28-140,23,10.0,41.0,0.24390243902439024
Piper,PA-23-150,23,13.0,57.0,0.22807017543859648
Beech,K35,23,11.0,51.0,0.21568627450980393
Piper,PA-31-310,23,17.0,80.0,0.2125
Piper,PA-16,23,8.0,42.0,0.19047619047619047
Piper,PA46,23,13.0,70.0,0.18571428571428572
DIAMOND AIRCRAFT IND INC,DA 40,23,7.0,43.0,0.16279069767441862
Cessna,210D,23,7.0,48.0,0.14583333333333334
Piper,J3C,23,4.0,33.0,0.12121212121212122
Grumman,G164,23,3.0,25.0,0.12
CESSNA,550,23,10.0,87.0,0.11494252873563218
AERONCA,11AC,23,4.0,35.0,0.11428571428571428
Boeing,B75N1,23,2.0,42.0,0.047619047619047616
Boeing,747-400,23,83.0,5168.0,0.016060371517027865
CESSNA,180H,23,0.0,45.0,0.0
Luscombe,8F,23,0.0,29.0,0.0
PIPER,PA 28,23,0.0,45.0,0.0
SOCATA,TBM 700,22,29.0,57.0,0.5087719298245614
CESSNA,U206F,22,29.0,77.0,0.37662337662337664
Robinson,R44 II,22,17.0,58.0,0.29310344827586204
Beech,E18S,22,16.0,64.0,0.25
Piper,PA-25,22,6.0,28.0,0.21428571428571427
CHAMPION,7ECA,22,7.0,34.0,0.20588235294117646
Beech,A35,22,8.0,44.0,0.18181818181818182
Grumman American,AA-1B,22,6.0,34.0,0.17647058823529413
Hughes,369E,22,9.0,54.0,0.16666666666666666
BELL,47G,22,4.0,26.0,0.15384615384615385
PIPER,PA 28-181,22,5.0,46.0,0.10869565217391304
Waco,UPF-7,22,5.0,47.0,0.10638297872340426
Cessna,150D,22,2.0,29.0,0.06896551724137931
Maule,M-7-235,22,3.0,46.0,0.06521739130434782
Schweizer,269C-1,22,2.0,38.0,0.05263157894736842
Mcdonnell Douglas,MD-83,22,57.0,2351.0,0.024245002126754574
CESSNA,180J,22,0.0,38.0,0.0
CESSNA,340A,21,26.0,48.0,0.5416666666666666
Cessna,337,21,21.0,49.0,0.42857142857142855
CESSNA,185,21,19.0,58.0,0.3275862068965517
Mooney,M20R,21,10.0,34.0,0.29411764705882354
Cessna,T206H,21,10.0,49.0,0.20408163265306123
PIPER,PA-44-180,21,9.0,48.0,0.1875
BELLANCA,17-30A,21,5.0,33.0,0.15151515151515152
Aero Commander,100,21,3.0,36.0,0.08333333333333333
AVIAT AIRCRAFT INC,A-1B,21,0.0,30.0,0.0
Let,BLANIK L-13,21,0.0,33.0,0.0
ROBINSON HELICOPTER,R22,21,0.0,36.0,0.0
PIPER,PA31,20,39.0,71.0,0.5492957746478874
Cessna,404,20,37.0,71.0,0.5211267605633803
PIPER,PA32R,20,18.0,46.0,0.391304347826087
Cessna,A150L,20,12.0,34.0,0.35294117647058826
Learjet,35A,20,31.0,91.0,0.34065934065934067
BEECH,A36TC,20,16.0,47.0,0.3404255319148936
Robinson,R-22 Beta,20,11.0,34.0,0.3235294117647059
Cessna,T310R,20,11.0,36.0,0.3055555555555556
Air Tractor,AT502,20,6.0,20.0,0.3
Cessna,182T,20,9.0,32.0,0.28125
Beech,95,20,12.0,43.0,0.27906976744186046
CESSNA,R172K,20,11.0,41.0,0.2682926829268293
Piper,PA24,20,10.0,38.0,0.2631578947368421
Bellanca,17-30,20,9.0,41.0,0.21951219512195122
Air Tractor,AT-602,20,4.0,20.0,0.2
Piper,PA-25-260,20,3.0,20.0,0.15
PIPER,J3C,20,5.0,34.0,0.14705882352941177
CESSNA,560XL,20,7.0,84.0,0.08333333333333333
MCDONNELL DOUGLAS HELICOPTER,369E,20,3.0,43.0,0.06976744186046512
Enstrom,280C,20,2.0,37.0,0.05405405405405406
Enstrom,F-28A,20,1.0,37.0,0.02702702702702703
BOEING,737-800,20,0.0,1516.0,0.0
Mitsubishi,MU-2B-60,19,38.0,54.0,0.7037037037037037
AIR TRACTOR,AT502,19,12.0,19.0,0.631578947368421
Cessna,425,19,28.0,58.0,0.4827586206896552
Piper,PA-31T,19,30.0,73.0,0.410958904109589
Beech,95-C55,19,18.0,46.0,0.391304347826087
Beech,65-A90,19,35.0,95.0,0.3684210526315789
PIPER,PA-28R-180,19,12.0,38.0,0.3157894736842105
Piper,PA32R,19,13.0,45.0,0.28888888888888886
AIR TRACTOR INC,AT 502B,19,5.0,20.0,0.25
PIPER,PA-28-151,19,7.0,28.0,0.25
Cessna,P210,19,7.0,29.0,0.2413793103448276
PIPER,PA23,19,11.0,46.0,0.2391304347826087
Beech,J35,19,9.0,42.0,0.21428571428571427
Beech,H35,19,7.0,33.0,0.21212121212121213
CESSNA,150J,19,6.0,29.0,0.20689655172413793
Beech,M35,19,7.0,34.0,0.20588235294117646
CESSNA,172L,19,7.0,37.0,0.1891891891891892
Piper,PA-28RT-201T,19,7.0,37.0,0.1891891891891892
Bell,OH-58A,19,6.0,32.0,0.1875
